-0.107,-0.044,0.063,0.076,-0.085,0.0095,0.1925,0.216,0.204,0.253,0.1705,0.1795,-0.118,-0.065,0.0745
-0.0975,-0.04,0.0575,0.069,-0.078,0.009,0.192,0.2165,0.206,0.2545,0.1725,0.1805,-0.1165,-0.062,0.074
-0.0925,-0.0335,0.059,0.063,-0.076,0.013,0.192,0.2155,0.2055,0.2535,0.173,0.181,-0.1145,-0.0555,0.0725
-0.0915,-0.0285,0.0635,0.0605,-0.078,0.0175,0.1905,0.2135,0.204,0.2525,0.1715,0.18,-0.114,-0.049,0.071
-0.0865,-0.0225,0.064,0.0545,-0.075,0.0205,0.1895,0.2145,0.2055,0.253,0.1695,0.1785,-0.1145,-0.045,0.071
-0.085,-0.021,0.064,0.053,-0.0745,0.0215,0.19,0.216,0.206,0.253,0.171,0.1785,-0.115,-0.046,0.0705
-0.089,-0.023,0.066,0.056,-0.0775,0.0215,0.189,0.2165,0.206,0.255,0.172,0.1805,-0.114,-0.049,0.071
-0.092,-0.023,0.069,0.0575,-0.0805,0.023,0.1885,0.2155,0.205,0.256,0.171,0.1805,-0.1135,-0.05,0.0705
-0.098,-0.0245,0.0735,0.0615,-0.086,0.0245,0.1915,0.2155,0.2045,0.2555,0.171,0.1805,-0.1145,-0.046,0.068
-0.0955,-0.0235,0.072,0.0595,-0.084,0.0245,0.1905,0.2145,0.2045,0.2545,0.1685,0.179,-0.1145,-0.042,0.069
-0.082,-0.018,0.0645,0.05,-0.0735,0.0235,0.184,0.2125,0.2035,0.254,0.1685,0.1775,-0.1145,-0.045,0.0705
-0.0825,-0.02,0.062,0.0515,-0.0725,0.021,0.1825,0.2145,0.204,0.2535,0.1695,0.1775,-0.115,-0.0465,0.0715
-0.088,-0.0245,0.0635,0.0565,-0.076,0.0195,0.1885,0.218,0.2085,0.2565,0.172,0.1815,-0.115,-0.045,0.0725
-0.0885,-0.0255,0.063,0.0575,-0.076,0.0185,0.1905,0.2185,0.211,0.2575,0.173,0.1815,-0.116,-0.051,0.0715
-0.088,-0.0295,0.0585,0.059,-0.0735,0.0145,0.19,0.219,0.2115,0.258,0.174,0.182,-0.115,-0.0565,0.072
-0.092,-0.0315,0.0605,0.062,-0.0765,0.0145,0.1915,0.219,0.2125,0.259,0.176,0.184,-0.1155,-0.0575,0.072
-0.0915,-0.0295,0.062,0.061,-0.077,0.0165,0.191,0.219,0.2135,0.2585,0.1765,0.183,-0.1155,-0.057,0.07
-0.0895,-0.0335,0.0555,0.0615,-0.0725,0.011,0.191,0.22,0.2145,0.26,0.1775,0.1835,-0.1125,-0.0555,0.071
-0.0915,-0.038,0.053,0.065,-0.0725,0.0075,0.188,0.217,0.212,0.258,0.1745,0.183,-0.113,-0.0565,0.0725
-0.0945,-0.0385,0.056,0.067,-0.0755,0.0085,0.1905,0.2195,0.214,0.261,0.175,0.185,-0.1135,-0.0625,0.0725
-0.096,-0.038,0.058,0.0675,-0.0775,0.01,0.194,0.225,0.2195,0.2645,0.1785,0.1885,-0.113,-0.0635,0.071
-0.09,-0.032,0.0575,0.0615,-0.074,0.0125,0.1915,0.224,0.221,0.2645,0.1785,0.1885,-0.112,-0.0545,0.0685
-0.088,-0.0275,0.06,0.058,-0.074,0.0165,0.191,0.2245,0.2185,0.2645,0.177,0.187,-0.1125,-0.048,0.0675
-0.0815,-0.02,0.0615,0.051,-0.072,0.0205,0.1885,0.2235,0.2175,0.2615,0.176,0.186,-0.111,-0.0425,0.067
-0.0805,-0.014,0.0665,0.0475,-0.0735,0.026,0.189,0.222,0.217,0.2625,0.176,0.1855,-0.1105,-0.039,0.068
-0.083,-0.014,0.069,0.049,-0.076,0.0275,0.1875,0.2225,0.2165,0.263,0.178,0.1855,-0.11,-0.039,0.0665
-0.0855,-0.0145,0.071,0.05,-0.078,0.028,0.186,0.223,0.2195,0.264,0.1785,0.1865,-0.1095,-0.0415,0.0675
-0.088,-0.011,0.077,0.0495,-0.0825,0.033,0.19,0.2265,0.2215,0.266,0.179,0.1875,-0.1095,-0.0375,0.0665
-0.084,-0.0045,0.079,0.0445,-0.082,0.0375,0.191,0.2315,0.2235,0.2695,0.1825,0.1905,-0.1065,-0.031,0.063
-0.079,-0.0015,0.0775,0.0405,-0.0785,0.038,0.187,0.2275,0.2215,0.268,0.1815,0.19,-0.105,-0.0305,0.0655
-0.0765,0.001,0.0775,0.038,-0.0775,0.039,0.1825,0.222,0.219,0.264,0.1785,0.1865,-0.1075,-0.026,0.0655
-0.0785,0.002,0.0805,0.0385,-0.08,0.0415,0.1835,0.2245,0.2195,0.266,0.1785,0.187,-0.107,-0.023,0.0645
-0.0735,0.006,0.08,0.034,-0.077,0.043,0.1845,0.2305,0.224,0.271,0.1845,0.1935,-0.1025,-0.0225,0.066
-0.0755,0.0035,0.079,0.0365,-0.0775,0.0415,0.187,0.2335,0.228,0.2745,0.188,0.1965,-0.104,-0.0265,0.065
-0.0835,-0.001,0.0825,0.042,-0.083,0.041,0.1885,0.2315,0.2275,0.2745,0.1875,0.196,-0.108,-0.027,0.064
-0.083,0.0005,0.0835,0.0415,-0.0835,0.042,0.19,0.233,0.229,0.2755,0.1895,0.197,-0.1095,-0.0265,0.0635
-0.075,0.009,0.084,0.033,-0.0795,0.0465,0.192,0.236,0.2325,0.2785,0.1925,0.2005,-0.108,-0.0225,0.0615
-0.07,0.016,0.0865,0.027,-0.0785,0.051,0.195,0.239,0.235,0.282,0.1955,0.203,-0.1075,-0.015,0.0575
-0.0735,0.0165,0.09,0.029,-0.082,0.053,0.1955,0.238,0.2345,0.282,0.1945,0.203,-0.1105,-0.0135,0.0565
-0.0755,0.0165,0.092,0.03,-0.084,0.054,0.196,0.2425,0.24,0.2845,0.1985,0.2055,-0.112,-0.0135,0.054
-0.0775,0.02,0.0975,0.029,-0.088,0.059,0.1995,0.249,0.2445,0.29,0.2035,0.211,-0.1095,-0.0105,0.0505
-0.071,0.0285,0.099,0.0215,-0.0855,0.0635,0.198,0.2495,0.2485,0.2925,0.2065,0.215,-0.1065,-0.0045,0.049
-0.0645,0.0345,0.0985,0.015,-0.082,0.0665,0.1975,0.2525,0.252,0.2955,0.2095,0.2165,-0.105,0.0025,0.0465
-0.059,0.043,0.102,0.008,-0.081,0.0725,0.1935,0.253,0.2525,0.298,0.2105,0.2175,-0.103,0.0095,0.0455
-0.053,0.048,0.101,0.003,-0.0775,0.0745,0.1875,0.2515,0.252,0.2955,0.21,0.217,-0.1005,0.0125,0.0455
-0.048,0.0535,0.1015,-0.0025,-0.075,0.0775,0.187,0.2525,0.252,0.298,0.2135,0.219,-0.096,0.0175,0.0445
-0.0425,0.0585,0.1005,-0.008,-0.0715,0.0795,0.1885,0.257,0.256,0.3025,0.2175,0.222,-0.0925,0.02,0.044
-0.0405,0.063,0.1035,-0.011,-0.0725,0.0835,0.1875,0.2615,0.2595,0.304,0.22,0.2245,-0.09,0.021,0.044
-0.036,0.0735,0.11,-0.0185,-0.0735,0.0915,0.189,0.2655,0.265,0.309,0.225,0.229,-0.0865,0.026,0.0425
-0.0295,0.0775,0.107,-0.024,-0.0685,0.092,0.1865,0.266,0.2675,0.3105,0.2275,0.23,-0.0855,0.0285,0.0415
-0.02,0.0855,0.105,-0.0325,-0.0625,0.095,0.178,0.264,0.2665,0.311,0.226,0.23,-0.0825,0.036,0.0445
-0.023,0.0865,0.1095,-0.0315,-0.0665,0.098,0.177,0.262,0.265,0.3095,0.226,0.23,-0.0855,0.0345,0.0465
-0.03,0.082,0.112,-0.0255,-0.071,0.097,0.1795,0.259,0.263,0.308,0.225,0.2285,-0.0905,0.034,0.0455
-0.029,0.0855,0.115,-0.028,-0.0725,0.1005,0.181,0.262,0.266,0.3105,0.227,0.232,-0.0925,0.0415,0.045
-0.031,0.082,0.113,-0.0255,-0.072,0.0975,0.182,0.2645,0.269,0.3125,0.2295,0.235,-0.0895,0.037,0.045
-0.0365,0.073,0.109,-0.018,-0.073,0.091,0.184,0.266,0.2685,0.313,0.229,0.2335,-0.0895,0.027,0.045
-0.036,0.072,0.108,-0.0175,-0.0725,0.09,0.1845,0.266,0.2685,0.3145,0.2295,0.2335,-0.0895,0.026,0.0425
-0.03,0.072,0.102,-0.021,-0.066,0.087,0.184,0.269,0.2735,0.317,0.23,0.2325,-0.088,0.029,0.0405
-0.028,0.071,0.099,-0.021,-0.0635,0.085,0.182,0.2715,0.275,0.3175,0.2295,0.2325,-0.0885,0.0285,0.0395
-0.036,0.0695,0.1055,-0.0165,-0.071,0.0875,0.1855,0.273,0.277,0.318,0.23,0.232,-0.09,0.026,0.036
-0.0425,0.0695,0.112,-0.0135,-0.0775,0.091,0.1905,0.2755,0.28,0.32,0.232,0.236,-0.0905,0.0285,0.035
-0.038,0.078,0.116,-0.02,-0.0775,0.097,0.1855,0.275,0.2815,0.323,0.2335,0.2385,-0.0885,0.0415,0.033
-0.036,0.085,0.121,-0.024,-0.079,0.103,0.1835,0.277,0.2845,0.3255,0.235,0.237,-0.0885,0.048,0.031
-0.0255,0.0985,0.124,-0.036,-0.075,0.111,0.179,0.278,0.2855,0.3255,0.239,0.2425,-0.0835,0.055,0.0305
-0.018,0.1115,0.129,-0.0465,-0.0735,0.1205,0.1755,0.2795,0.2875,0.3275,0.241,0.244,-0.083,0.0655,0.028
-0.024,0.114,0.138,-0.0445,-0.0815,0.126,0.176,0.279,0.2875,0.327,0.2395,0.2415,-0.087,0.07,0.026
-0.0295,0.1155,0.1455,-0.0425,-0.088,0.1305,0.172,0.276,0.2865,0.326,0.24,0.243,-0.0885,0.074,0.0285
-0.029,0.123,0.1515,-0.0465,-0.0905,0.137,0.169,0.276,0.288,0.3285,0.243,0.244,-0.091,0.078,0.0285
-0.027,0.1315,0.159,-0.052,-0.0935,0.1455,0.169,0.277,0.29,0.331,0.2455,0.2475,-0.0905,0.0845,0.0255
-0.0285,0.1365,0.165,-0.054,-0.097,0.1505,0.1635,0.2725,0.2865,0.33,0.2465,0.2505,-0.0905,0.093,0.0285
-0.02,0.1435,0.1635,-0.062,-0.092,0.154,0.1505,0.262,0.2805,0.3265,0.2465,0.2495,-0.0895,0.1025,0.032
-0.0205,0.1465,0.167,-0.063,-0.094,0.157,0.1405,0.2535,0.277,0.3245,0.2475,0.2515,-0.091,0.103,0.038
-0.027,0.1475,0.1745,-0.06,-0.101,0.161,0.1305,0.242,0.2705,0.3215,0.2465,0.2535,-0.094,0.1035,0.0435
-0.0315,0.143,0.1745,-0.0555,-0.1035,0.159,0.123,0.229,0.264,0.3185,0.2475,0.254,-0.0975,0.104,0.048
-0.0355,0.1355,0.1715,-0.0495,-0.1035,0.1535,0.1165,0.2175,0.256,0.314,0.2465,0.256,-0.099,0.098,0.0545
-0.034,0.1325,0.1665,-0.049,-0.101,0.1495,0.108,0.205,0.248,0.308,0.244,0.2535,-0.0995,0.0915,0.061
-0.03,0.1305,0.1605,-0.05,-0.0955,0.1455,0.1035,0.1955,0.2395,0.3035,0.2415,0.251,-0.0995,0.0855,0.066
-0.0235,0.1295,0.1525,-0.0525,-0.088,0.141,0.1015,0.1895,0.2335,0.2985,0.239,0.25,-0.0975,0.083,0.069
-0.02,0.1235,0.1435,-0.0515,-0.082,0.1335,0.0985,0.1835,0.2285,0.2945,0.236,0.2485,-0.0965,0.0765,0.073
-0.0245,0.118,0.1425,-0.0465,-0.0835,0.13,0.102,0.182,0.224,0.2925,0.2335,0.248,-0.098,0.0735,0.074
-0.0265,0.1185,0.145,-0.046,-0.086,0.132,0.105,0.187,0.2275,0.2945,0.235,0.25,-0.0965,0.0745,0.073
-0.024,0.1235,0.147,-0.0495,-0.0855,0.1355,0.1035,0.1875,0.228,0.2955,0.2365,0.252,-0.093,0.078,0.0725
-0.0155,0.1315,0.147,-0.0575,-0.0815,0.139,0.102,0.186,0.226,0.294,0.2365,0.2515,-0.0915,0.0865,0.072
-0.0095,0.139,0.149,-0.0645,-0.0795,0.144,0.0995,0.188,0.2285,0.2955,0.238,0.253,-0.088,0.0925,0.072
-0.01,0.149,0.1595,-0.069,-0.085,0.154,0.102,0.1905,0.232,0.299,0.2395,0.254,-0.088,0.1045,0.068
-0.0065,0.1595,0.1655,-0.076,-0.0865,0.1625,0.105,0.198,0.239,0.3045,0.245,0.258,-0.086,0.115,0.0625
-0.01,0.1625,0.1725,-0.076,-0.0915,0.1675,0.109,0.2035,0.2445,0.3085,0.247,0.261,-0.0875,0.1205,0.059
-0.0155,0.1635,0.179,-0.074,-0.0975,0.1715,0.1145,0.2065,0.2455,0.3065,0.244,0.258,-0.092,0.1275,0.0575
-0.0145,0.165,0.18,-0.075,-0.098,0.1725,0.12,0.208,0.243,0.304,0.243,0.2575,-0.092,0.1305,0.0555
-0.009,0.1645,0.1735,-0.0775,-0.091,0.169,0.1185,0.206,0.2395,0.302,0.2415,0.2565,-0.091,0.1315,0.0575
-0.0075,0.1635,0.171,-0.0775,-0.0895,0.167,0.1125,0.202,0.237,0.2985,0.24,0.255,-0.09,0.1265,0.0605
-0.0165,0.159,0.1755,-0.071,-0.0965,0.167,0.1105,0.1915,0.228,0.2915,0.2335,0.2515,-0.093,0.12,0.064
-0.0185,0.152,0.1705,-0.0665,-0.0945,0.1615,0.1075,0.1855,0.222,0.2855,0.2315,0.251,-0.093,0.1115,0.0695
-0.0145,0.1465,0.1615,-0.066,-0.0885,0.154,0.1065,0.1865,0.221,0.287,0.2325,0.2535,-0.09,0.105,0.073
-0.0155,0.141,0.1565,-0.0625,-0.0865,0.149,0.1065,0.184,0.2205,0.2865,0.232,0.2565,-0.0875,0.1035,0.076
-0.013,0.1405,0.154,-0.0635,-0.084,0.1475,0.104,0.178,0.2165,0.284,0.233,0.2575,-0.0865,0.103,0.0795
-0.009,0.139,0.148,-0.065,-0.079,0.1435,0.1035,0.1765,0.214,0.283,0.2325,0.2565,-0.084,0.1,0.0815
-0.0015,0.137,0.1385,-0.0675,-0.07,0.1375,0.1015,0.1785,0.2165,0.284,0.2345,0.2595,-0.0785,0.0925,0.083
0.005,0.1375,0.1325,-0.071,-0.064,0.135,0.0975,0.1765,0.2145,0.283,0.234,0.2605,-0.0755,0.0895,0.088
0.003,0.1325,0.129,-0.0675,-0.063,0.131,0.0985,0.179,0.2155,0.2845,0.235,0.26,-0.074,0.0825,0.088
0.0075,0.1285,0.1205,-0.068,-0.0565,0.1245,0.1015,0.1825,0.2185,0.288,0.2375,0.264,-0.0695,0.073,0.0895
0.0135,0.127,0.1135,-0.07,-0.05,0.12,0.099,0.1805,0.216,0.2865,0.236,0.2645,-0.0655,0.071,0.0905
0.017,0.1255,0.108,-0.071,-0.046,0.1165,0.096,0.1795,0.213,0.285,0.234,0.262,-0.0635,0.072,0.0895
0.0165,0.125,0.1085,-0.0705,-0.0465,0.117,0.097,0.1765,0.209,0.2795,0.2295,0.259,-0.0635,0.0725,0.09
0.0125,0.121,0.109,-0.0665,-0.0485,0.115,0.0975,0.173,0.207,0.276,0.225,0.255,-0.064,0.067,0.0905
0.0135,0.118,0.1045,-0.0655,-0.0455,0.1115,0.0975,0.1735,0.207,0.2755,0.225,0.256,-0.0595,0.0615,0.0935
0.0135,0.113,0.1,-0.063,-0.0435,0.1065,0.097,0.1745,0.2055,0.274,0.2245,0.256,-0.058,0.0575,0.095
0.008,0.105,0.097,-0.0565,-0.0445,0.101,0.098,0.172,0.2025,0.2725,0.2205,0.253,-0.0595,0.0535,0.0965
0.008,0.1035,0.096,-0.0555,-0.044,0.1,0.0995,0.169,0.201,0.27,0.221,0.2535,-0.0585,0.053,0.0965
0.014,0.106,0.092,-0.06,-0.0395,0.099,0.0995,0.1675,0.199,0.2685,0.2205,0.252,-0.06,0.056,0.097
0.0155,0.1045,0.089,-0.06,-0.037,0.0965,0.0985,0.1645,0.194,0.264,0.216,0.2485,-0.0635,0.0575,0.098
0.007,0.096,0.089,-0.051,-0.041,0.0925,0.1015,0.1635,0.1915,0.261,0.214,0.2455,-0.067,0.051,0.099
